id,prompt,desired_output,filtered_output
328,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'i said 2 water, 1 food and 2 firewood buddy !!!😮'. [/INST] ",non-strategic ,['Non-strategic']
329,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Oh sorry I misread I thought it was for you. Okay I'll take it'. [/INST] ",non-strategic ,['Non-strategic']
330,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'cool !!! i hope we made a good deal !!! '. [/INST] ",non-strategic ,['Non-strategic']
331,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'hi  i was wondering if i could get 3 packages of firewood?'. [/INST] ",non-strategic ,"['Empathy', 'Coordination', 'Non-strategic']"
332,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Hey there, unfortunately, I'm in a bit of a quandary with firewood too, as I am going to a place where it's fairly cold and will need more for heat. '. [/INST] ","vouch-fair,self-need ",['Self-Need']
333,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'thats terrible! i broke my leg and wont be able to collect my own firewood , could i maybe get 2 packages? ☹️'. [/INST] ","showing-empathy,self-need ","['Self-Need', 'Other-Need']"
334,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Terribly sorry to hear that; it sounds like you won't be able to camp much in that condition. I assume you have someone coming along to help you because of your leg?'. [/INST] ",showing-empathy ,['Empathy']
335,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'just a bunch of children under 5 who wont be able to gather firewood. so i desperately need at least 2'. [/INST] ",self-need ,['Other-Need']
336,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I see, well it sounds like you're going to need some additional food with those children. How about I provide you with some additional food and you can help me with my need for heat with firewood?'. [/INST] ",promote-coordination ,"['Empathy', 'Coordination', 'Other-Need']"
337,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'okay how i take all 3 food and 1 firewood?'. [/INST] ",non-strategic ,['Non-strategic']
338,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'The firewood sounds like a solid deal; I would need a little food though to assist me. The good news is since there's a stream near me, I won't need any additional water, so I am happy to provide you with all of the additional water.'. [/INST] ",no-need ,"['Empathy', 'No-Need', 'Self-Need', 'Other-Need']"
339,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'i am not able to do that unfortunately i desperately need firewood. '. [/INST] ",vouch-fair ,['Non-strategic']
340,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Perhaps I wasn't clear, so if I take 2 firewood, you take 1; I would just need some help with some of the food. Is that reasonable?'. [/INST] ","promote-coordination,vouch-fair ",['Non-strategic']
341,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'i guues'. [/INST] ",non-strategic ,"['Small-Talk', 'Self-Need', 'Other-Need', 'Non-strategic']"
342,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'So let's make sure this is reasonable; Firewood - 2 for me, 1 for you; Water 2 for you, 1 for me, and you can have all of the water?'. [/INST] ",vouch-fair ,['Non-strategic']
